wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
4.0,5.0,0.0,4.0,8.0,6.0,3.0,1.0,4.0,2.0,20.0,0.0,0.0,1.0,0.666667,0.0,0.0,4.0,0.0,0.0,-1.0
4.0,4.0,0.0,3.0,8.0,6.0,2.0,1.0,4.0,2.0,20.0,0.0,0.0,1.0,0.666667,0.0,0.0,4.0,0.0,0.0,-1.0
4.0,5.0,0.0,2.0,8.0,6.0,1.0,1.0,4.0,2.0,20.0,0.0,0.0,1.0,0.666667,0.0,0.0,4.0,0.0,0.0,-1.0
6.0,2.0,1.0,7.0,14.0,15.0,3.0,4.0,6.0,2.0,67.0,0.0,0.0,0.555556,0.333333,1.0,2.0,10.166667,1.0,0.6667,-1.0
11.0,2.0,1.0,15.0,51.0,25.0,2.0,13.0,11.0,0.6,305.0,1.0,0.0,0.64,0.227273,1.0,5.0,26.636364,2.0,0.9091,1.0
24.0,2.0,0.0,15.0,86.0,116.0,5.0,11.0,21.0,0.507246,781.0,1.0,0.0,0.290323,0.160256,1.0,7.0,31.416667,7.0,1.4167,-1.0
4.0,5.0,0.0,2.0,8.0,6.0,1.0,1.0,4.0,2.0,20.0,0.0,0.0,1.0,0.666667,0.0,0.0,4.0,0.0,0.0,-1.0
4.0,4.0,0.0,3.0,8.0,6.0,2.0,1.0,4.0,2.0,20.0,0.0,0.0,1.0,0.666667,0.0,0.0,4.0,0.0,0.0,-1.0
4.0,5.0,0.0,3.0,8.0,6.0,2.0,1.0,4.0,2.0,20.0,0.0,0.0,1.0,0.666667,0.0,0.0,4.0,0.0,0.0,-1.0
12.0,1.0,1.0,17.0,49.0,18.0,10.0,7.0,8.0,0.484848,595.0,1.0,0.0,0.0,0.366667,1.0,1.0,48.333333,12.0,2.3333,1.0
26.0,1.0,1.0,16.0,72.0,273.0,5.0,11.0,20.0,0.82,553.0,0.5,1.0,0.0,0.288,1.0,1.0,19.884615,8.0,1.3077,-1.0
4.0,1.0,0.0,11.0,16.0,6.0,0.0,11.0,4.0,2.0,83.0,0.0,0.0,0.0,0.25,0.0,0.0,19.75,1.0,0.75,-1.0
1.0,6.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,-1.0
28.0,3.0,2.0,10.0,56.0,0.0,2.0,8.0,25.0,0.0,160.0,1.0,1.0,0.490196,0.15,2.0,7.0,4.678571,1.0,0.9286,-1.0
8.0,1.0,0.0,2.0,12.0,8.0,0.0,2.0,7.0,0.821429,129.0,0.083333,0.0,0.0,0.642857,0.0,0.0,13.625,1.0,0.625,1.0
9.0,1.0,0.0,9.0,27.0,36.0,4.0,6.0,9.0,2.0,204.0,0.0,0.0,0.0,0.25,0.0,0.0,21.666667,1.0,0.8889,-1.0
1.0,5.0,2.0,8.0,8.0,0.0,5.0,3.0,1.0,2.0,32.0,0.0,0.0,1.0,1.0,0.0,0.0,31.0,0.0,0.0,-1.0
15.0,1.0,0.0,7.0,34.0,105.0,6.0,1.0,14.0,1.071429,338.0,0.0,0.0,0.0,0.10303,0.0,0.0,21.466667,6.0,1.8667,1.0
4.0,1.0,1.0,3.0,16.0,2.0,3.0,0.0,3.0,1.272727,798.0,0.036364,0.0,0.0,0.5,0.0,0.0,184.75,2.0,1.0,-1.0
3.0,4.0,2.0,3.0,4.0,0.0,2.0,1.0,3.0,0.5,21.0,1.0,0.0,0.9,0.5,0.0,0.0,5.333333,1.0,0.6667,-1.0
7.0,3.0,0.0,1.0,18.0,21.0,1.0,0.0,7.0,1.149123,301.0,0.052632,2.0,0.915254,0.22449,1.0,2.0,36.571429,2.0,1.0,-1.0
8.0,3.0,0.0,5.0,15.0,26.0,4.0,1.0,7.0,0.857143,295.0,0.25,1.0,0.9,0.342857,1.0,1.0,35.375,3.0,1.125,1.0
1.0,6.0,0.0,7.0,2.0,0.0,6.0,1.0,1.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,-1.0
8.0,1.0,0.0,133.0,166.0,24.0,1.0,133.0,5.0,0.714286,1000.0,0.5,0.0,0.0,0.234375,0.0,0.0,123.75,126.0,17.125,1.0
4.0,1.0,0.0,6.0,16.0,4.0,1.0,6.0,4.0,0.333333,82.0,0.0,0.0,0.0,0.416667,0.0,0.0,19.25,3.0,1.25,-1.0
9.0,1.0,0.0,11.0,43.0,28.0,0.0,11.0,6.0,0.6875,416.0,1.0,0.0,0.0,0.333333,0.0,0.0,45.0,13.0,3.2222,-1.0
4.0,1.0,0.0,9.0,49.0,0.0,0.0,9.0,4.0,0.0,463.0,1.0,1.0,0.0,0.5625,0.0,0.0,114.25,8.0,2.0,1.0
1.0,1.0,0.0,4.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
2.0,1.0,0.0,3.0,5.0,0.0,1.0,2.0,1.0,0.0,49.0,1.0,1.0,0.0,0.6,0.0,0.0,22.0,5.0,2.5,-1.0
5.0,1.0,0.0,8.0,24.0,2.0,0.0,8.0,4.0,0.666667,117.0,0.0,1.0,0.0,0.36,0.0,0.0,21.8,7.0,2.2,1.0
1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
3.0,1.0,0.0,4.0,4.0,3.0,1.0,3.0,3.0,2.0,7.0,0.0,0.0,0.0,0.833333,0.0,0.0,1.333333,1.0,0.6667,1.0
6.0,1.0,0.0,9.0,15.0,15.0,1.0,8.0,5.0,2.0,128.0,0.0,0.0,0.0,0.533333,0.0,0.0,20.333333,1.0,0.8333,1.0
1.0,1.0,0.0,5.0,1.0,0.0,4.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
4.0,1.0,0.0,7.0,17.0,0.0,2.0,5.0,3.0,0.0,116.0,1.0,0.0,0.0,0.5,0.0,0.0,27.75,2.0,1.25,-1.0
4.0,3.0,0.0,13.0,32.0,4.0,2.0,11.0,2.0,0.666667,155.0,1.0,1.0,0.8,0.5,1.0,1.0,37.5,11.0,3.75,1.0
2.0,1.0,0.0,8.0,37.0,1.0,2.0,6.0,2.0,2.0,139.0,0.0,0.0,0.0,0.5,0.0,0.0,68.5,2.0,1.0,1.0
7.0,1.0,0.0,3.0,30.0,0.0,0.0,3.0,4.0,0.333333,212.0,0.0,1.0,0.0,0.47619,0.0,0.0,29.0,7.0,2.1429,-1.0
56.0,1.0,0.0,35.0,146.0,728.0,3.0,32.0,7.0,0.715584,2031.0,0.642857,1.0,0.0,0.173737,0.0,0.0,35.017857,14.0,3.2857,1.0
0.0,1.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
5.0,1.0,0.0,2.0,6.0,0.0,1.0,1.0,5.0,0.583333,43.0,1.0,2.0,0.0,0.4,0.0,0.0,7.0,1.0,0.8,-1.0
5.0,2.0,0.0,15.0,41.0,6.0,1.0,15.0,2.0,0.75,177.0,1.0,2.0,0.555556,0.55,1.0,1.0,34.0,3.0,1.2,1.0
5.0,2.0,0.0,17.0,48.0,6.0,1.0,17.0,2.0,0.916667,439.0,0.666667,2.0,0.555556,0.55,1.0,1.0,86.2,4.0,1.4,1.0
134.0,1.0,0.0,65.0,390.0,7059.0,5.0,60.0,101.0,0.940894,3878.0,0.722222,19.0,0.0,0.077239,0.0,0.0,27.671642,43.0,2.3507,1.0
6.0,2.0,0.0,12.0,36.0,11.0,1.0,12.0,2.0,0.8,173.0,1.0,2.0,0.5,0.541667,1.0,1.0,27.5,3.0,1.1667,1.0
88.0,1.0,0.0,115.0,308.0,2862.0,60.0,56.0,50.0,0.921695,3649.0,1.0,6.0,0.0,0.136886,0.0,0.0,40.284091,38.0,2.3182,1.0
28.0,1.0,0.0,2.0,35.0,198.0,1.0,1.0,28.0,0.841751,388.0,1.0,0.0,0.0,0.383929,0.0,0.0,12.464286,12.0,1.75,1.0
22.0,2.0,4.0,15.0,54.0,69.0,6.0,9.0,17.0,0.698413,434.0,1.0,0.0,0.366667,0.238095,1.0,4.0,18.590909,4.0,1.3636,1.0
25.0,2.0,0.0,8.0,45.0,0.0,3.0,5.0,23.0,0.694444,181.0,0.666667,2.0,0.314286,0.182222,1.0,4.0,6.12,2.0,1.12,1.0
29.0,2.0,0.0,6.0,61.0,282.0,1.0,5.0,26.0,0.669643,710.0,0.0,0.0,0.282051,0.232759,1.0,3.0,23.344828,7.0,2.2069,1.0
17.0,2.0,0.0,11.0,42.0,108.0,3.0,9.0,15.0,0.796875,514.0,0.0,1.0,0.407407,0.243697,1.0,3.0,29.0,14.0,3.3529,1.0
11.0,2.0,0.0,6.0,22.0,35.0,1.0,5.0,9.0,1.0,126.0,0.166667,0.0,0.55,0.309091,1.0,4.0,9.909091,2.0,0.9091,1.0
43.0,2.0,0.0,8.0,59.0,305.0,1.0,7.0,41.0,0.867725,794.0,0.944444,8.0,0.211538,0.251938,1.0,4.0,17.046512,2.0,0.9767,1.0
19.0,2.0,0.0,6.0,33.0,95.0,1.0,5.0,17.0,0.847222,320.0,0.625,0.0,0.392857,0.305263,1.0,4.0,15.421053,2.0,0.9474,1.0
19.0,2.0,0.0,6.0,33.0,95.0,1.0,5.0,17.0,0.87037,321.0,0.555556,0.0,0.392857,0.305263,1.0,4.0,15.421053,2.0,0.9474,1.0
11.0,2.0,0.0,6.0,22.0,35.0,1.0,5.0,9.0,0.8,122.0,0.5,0.0,0.55,0.309091,1.0,4.0,9.909091,2.0,0.9091,1.0
10.0,2.0,0.0,7.0,19.0,39.0,3.0,4.0,8.0,0.833333,91.0,0.5,0.0,0.578947,0.32,1.0,4.0,7.9,2.0,0.9,1.0
8.0,2.0,0.0,5.0,15.0,28.0,1.0,4.0,6.0,1.142857,60.0,0.0,0.0,0.647059,0.325,1.0,4.0,6.375,2.0,0.875,1.0
22.0,2.0,0.0,10.0,34.0,199.0,5.0,5.0,20.0,0.714286,331.0,0.75,0.0,0.354839,0.227273,1.0,4.0,13.863636,7.0,1.9091,1.0
21.0,2.0,0.0,8.0,33.0,148.0,4.0,4.0,19.0,0.944118,286.0,0.352941,0.0,0.366667,0.304762,1.0,4.0,11.809524,2.0,0.9524,1.0
10.0,2.0,0.0,6.0,19.0,33.0,2.0,4.0,8.0,0.833333,91.0,0.5,0.0,0.578947,0.32,1.0,4.0,7.9,2.0,0.9,1.0
29.0,2.0,0.0,7.0,49.0,298.0,2.0,5.0,27.0,0.767857,476.0,0.833333,0.0,0.289474,0.172414,1.0,4.0,15.206897,8.0,2.1379,1.0
11.0,2.0,0.0,7.0,21.0,35.0,2.0,5.0,9.0,0.8,107.0,0.5,0.0,0.55,0.257576,1.0,4.0,8.545455,2.0,0.9091,1.0
11.0,2.0,0.0,6.0,20.0,43.0,2.0,4.0,9.0,0.8,102.0,0.5,0.0,0.55,0.309091,1.0,4.0,8.090909,2.0,0.9091,1.0
11.0,2.0,0.0,6.0,20.0,43.0,2.0,4.0,9.0,0.98,105.0,0.2,0.0,0.55,0.309091,1.0,4.0,8.090909,2.0,0.9091,1.0
10.0,1.0,0.0,14.0,10.0,45.0,14.0,0.0,10.0,2.0,10.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1.0,1.0,-1.0
18.0,2.0,0.0,7.0,33.0,99.0,1.0,6.0,16.0,0.815126,228.0,0.857143,1.0,0.407407,0.259259,1.0,4.0,11.277778,2.0,0.9444,1.0
17.0,2.0,0.0,6.0,29.0,74.0,1.0,5.0,15.0,0.7625,269.0,0.8,0.0,0.423077,0.305882,1.0,4.0,14.529412,2.0,0.9412,1.0
10.0,2.0,0.0,6.0,19.0,39.0,2.0,4.0,8.0,0.925926,92.0,0.333333,0.0,0.578947,0.32,1.0,4.0,7.9,2.0,0.9,1.0
29.0,3.0,0.0,15.0,48.0,146.0,9.0,7.0,27.0,0.977891,538.0,0.238095,4.0,0.307692,0.252874,1.0,4.0,16.103448,2.0,0.9655,1.0
11.0,2.0,0.0,7.0,21.0,25.0,3.0,4.0,9.0,0.8,121.0,0.5,0.0,0.55,0.309091,1.0,3.0,9.818182,2.0,0.9091,1.0
12.0,2.0,0.0,6.0,21.0,54.0,2.0,4.0,10.0,0.787879,122.0,0.666667,0.0,0.52381,0.316667,1.0,4.0,8.916667,2.0,0.9167,1.0
4.0,1.0,0.0,2.0,4.0,6.0,1.0,1.0,4.0,2.0,4.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1.0,1.0,1.0
19.0,2.0,0.0,8.0,35.0,77.0,1.0,7.0,17.0,0.759259,304.0,0.833333,1.0,0.392857,0.254386,1.0,4.0,14.684211,2.0,0.9474,1.0
10.0,2.0,0.0,6.0,19.0,39.0,2.0,4.0,8.0,0.833333,91.0,0.5,0.0,0.578947,0.32,1.0,4.0,7.9,2.0,0.9,1.0
19.0,2.0,0.0,8.0,35.0,0.0,1.0,7.0,17.0,0.703704,262.0,0.833333,4.0,0.392857,0.254386,1.0,4.0,12.473684,2.0,0.9474,1.0
15.0,2.0,0.0,8.0,32.0,79.0,4.0,4.0,13.0,0.857143,242.0,0.5,0.0,0.458333,0.306667,1.0,4.0,14.866667,3.0,1.2667,1.0
11.0,2.0,0.0,6.0,20.0,43.0,2.0,4.0,9.0,0.8,102.0,0.5,0.0,0.55,0.309091,1.0,4.0,8.090909,2.0,0.9091,1.0
11.0,2.0,0.0,6.0,22.0,35.0,1.0,5.0,9.0,0.98,125.0,0.2,0.0,0.55,0.309091,1.0,4.0,9.909091,2.0,0.9091,1.0
13.0,2.0,0.0,6.0,22.0,56.0,2.0,4.0,11.0,0.75,137.0,0.666667,0.0,0.5,0.307692,1.0,4.0,9.307692,2.0,0.9231,1.0
11.0,2.0,0.0,6.0,21.0,43.0,2.0,4.0,9.0,0.9,102.0,0.333333,0.0,0.55,0.257576,1.0,4.0,8.0,2.0,0.9091,1.0
11.0,3.0,0.0,11.0,25.0,55.0,4.0,7.0,6.0,1.1,207.0,0.333333,0.0,0.727273,0.454545,2.0,5.0,17.545455,4.0,1.5455,1.0
4.0,3.0,0.0,3.0,6.0,6.0,1.0,2.0,3.0,1.333333,16.0,0.0,0.0,0.923077,0.625,1.0,2.0,2.75,1.0,0.5,-1.0
4.0,3.0,0.0,3.0,6.0,6.0,1.0,2.0,3.0,1.333333,16.0,0.0,0.0,0.923077,0.625,1.0,2.0,2.75,1.0,0.5,-1.0
9.0,3.0,0.0,11.0,16.0,36.0,8.0,4.0,7.0,1.125,70.0,0.0,0.0,0.631579,0.311111,1.0,4.0,6.666667,2.0,0.8889,1.0
9.0,2.0,0.0,7.0,16.0,36.0,3.0,4.0,7.0,1.125,67.0,0.0,0.0,0.611111,0.311111,1.0,4.0,6.333333,2.0,0.8889,1.0
20.0,3.0,0.0,36.0,129.0,124.0,3.0,34.0,10.0,1.045398,1234.0,0.023697,2.0,0.55814,0.161538,2.0,7.0,50.15,11.0,2.55,1.0
95.0,2.0,0.0,11.0,115.0,3119.0,5.0,6.0,92.0,0.980995,1371.0,0.483146,34.0,0.106796,0.251773,1.0,4.0,12.494737,3.0,1.0,1.0
13.0,2.0,0.0,7.0,31.0,52.0,2.0,5.0,11.0,0.722222,206.0,0.666667,0.0,0.5,0.269231,1.0,4.0,14.615385,2.0,1.1538,1.0
14.0,2.0,0.0,5.0,23.0,73.0,2.0,3.0,12.0,0.788462,122.0,0.75,0.0,0.478261,0.314286,1.0,4.0,7.428571,1.0,0.8571,1.0
12.0,2.0,0.0,4.0,22.0,52.0,1.0,3.0,10.0,0.872727,124.0,0.6,0.0,0.52381,0.316667,1.0,4.0,8.916667,1.0,0.8333,-1.0
16.0,2.0,0.0,9.0,39.0,62.0,4.0,5.0,14.0,0.853333,285.0,0.4,0.0,0.44,0.223214,1.0,4.0,16.5,3.0,1.3125,1.0
9.0,2.0,0.0,5.0,19.0,24.0,1.0,4.0,7.0,0.875,97.0,0.5,0.0,0.611111,0.311111,1.0,4.0,9.555556,2.0,0.8889,1.0
10.0,2.0,0.0,6.0,19.0,39.0,2.0,4.0,8.0,0.925926,91.0,0.333333,0.0,0.578947,0.32,1.0,4.0,7.8,2.0,0.9,1.0
19.0,2.0,0.0,6.0,30.0,95.0,1.0,5.0,17.0,0.777778,318.0,0.833333,0.0,0.392857,0.305263,1.0,4.0,15.421053,2.0,0.9474,1.0
37.0,2.0,0.0,11.0,55.0,474.0,4.0,7.0,34.0,0.936343,549.0,0.625,4.0,0.244444,0.190972,1.0,4.0,13.189189,3.0,1.027,1.0
14.0,2.0,0.0,9.0,30.0,55.0,4.0,5.0,12.0,0.753846,259.0,0.8,0.0,0.478261,0.214286,1.0,4.0,17.142857,5.0,1.6429,1.0
16.0,2.0,2.0,6.0,31.0,102.0,3.0,3.0,11.0,0.933333,9886.0,0.75,1.0,0.176471,0.190476,0.0,0.0,616.375,5.0,1.1875,1.0
10.0,2.0,0.0,5.0,14.0,45.0,2.0,3.0,10.0,1.111111,63.0,0.333333,0.0,0.272727,0.25,0.0,0.0,5.0,1.0,0.8,-1.0
34.0,2.0,1.0,13.0,60.0,187.0,5.0,9.0,34.0,0.747475,700.0,0.888889,2.0,0.184211,0.173203,2.0,3.0,19.323529,8.0,1.4118,1.0
5.0,3.0,0.0,4.0,17.0,10.0,2.0,2.0,4.0,1.25,52.0,0.0,0.0,0.933333,0.4,1.0,1.0,9.2,1.0,0.4,-1.0
6.0,3.0,0.0,4.0,34.0,13.0,1.0,3.0,5.0,1.2,194.0,0.0,0.0,0.875,0.333333,2.0,3.0,31.166667,1.0,0.6667,-1.0
6.0,3.0,0.0,5.0,9.0,15.0,2.0,3.0,5.0,1.2,31.0,0.0,0.0,0.875,0.333333,1.0,1.0,4.0,1.0,0.6667,-1.0
6.0,3.0,0.0,5.0,10.0,15.0,2.0,3.0,5.0,1.2,31.0,0.0,0.0,0.875,0.333333,1.0,1.0,4.0,1.0,0.6667,-1.0
6.0,3.0,0.0,5.0,9.0,15.0,2.0,3.0,5.0,1.2,31.0,0.0,0.0,0.875,0.333333,1.0,1.0,4.0,1.0,0.6667,-1.0
14.0,2.0,2.0,9.0,40.0,27.0,3.0,7.0,13.0,0.776224,594.0,0.909091,0.0,0.368421,0.27381,1.0,2.0,40.642857,7.0,2.4286,1.0
3.0,3.0,0.0,3.0,8.0,3.0,1.0,2.0,2.0,1.5,92.0,0.0,0.0,0.95,0.666667,1.0,5.0,29.333333,3.0,1.0,-1.0
3.0,3.0,0.0,3.0,8.0,3.0,1.0,2.0,2.0,1.5,92.0,0.0,0.0,0.95,0.666667,1.0,5.0,29.333333,3.0,1.0,-1.0
25.0,2.0,0.0,8.0,40.0,106.0,2.0,6.0,25.0,0.753788,452.0,0.909091,7.0,0.115385,0.155556,0.0,0.0,16.64,8.0,1.32,1.0
10.0,2.0,0.0,4.0,13.0,3.0,2.0,3.0,9.0,0.851852,83.0,0.333333,0.0,0.5,0.228571,1.0,2.0,7.0,2.0,0.9,-1.0
9.0,2.0,0.0,5.0,13.0,36.0,2.0,3.0,9.0,1.125,60.0,0.333333,0.0,0.3,0.259259,0.0,0.0,5.333333,1.0,0.7778,-1.0
1.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,-1.0
2.0,3.0,0.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,12.0,0.0,0.0,1.0,0.625,0.0,0.0,4.5,0.0,0.0,-1.0
2.0,3.0,0.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,12.0,0.0,0.0,1.0,0.625,0.0,0.0,4.5,0.0,0.0,-1.0
9.0,2.0,0.0,5.0,13.0,36.0,2.0,3.0,9.0,1.125,64.0,0.0,0.0,0.3,0.259259,0.0,0.0,5.888889,1.0,0.7778,-1.0
7.0,2.0,0.0,3.0,9.0,9.0,1.0,3.0,7.0,0.944444,69.0,0.666667,0.0,0.583333,0.314286,1.0,2.0,8.428571,9.0,1.8571,-1.0
10.0,2.0,0.0,6.0,18.0,27.0,2.0,5.0,10.0,0.833333,104.0,0.75,0.0,0.466667,0.28,1.0,2.0,9.0,1.0,0.8,1.0
7.0,3.0,0.0,5.0,17.0,0.0,2.0,3.0,6.0,0.888889,116.0,0.333333,0.0,0.772727,0.357143,1.0,5.0,15.142857,1.0,0.7143,-1.0
8.0,3.0,0.0,5.0,20.0,0.0,2.0,3.0,7.0,1.142857,154.0,0.5,0.0,0.772727,0.270833,1.0,5.0,18.0,1.0,0.625,-1.0
9.0,2.0,0.0,5.0,13.0,36.0,2.0,3.0,9.0,1.125,62.0,0.0,0.0,0.3,0.259259,0.0,0.0,5.666667,1.0,0.7778,1.0
10.0,2.0,0.0,5.0,14.0,45.0,2.0,3.0,10.0,1.111111,67.0,0.333333,0.0,0.272727,0.25,0.0,0.0,5.4,1.0,0.8,1.0
9.0,2.0,0.0,4.0,13.0,36.0,1.0,3.0,9.0,1.125,58.0,0.0,0.0,0.3,0.259259,0.0,0.0,5.333333,1.0,0.7778,-1.0
10.0,2.0,0.0,5.0,18.0,39.0,2.0,4.0,9.0,0.851852,75.0,0.333333,0.0,0.5,0.228571,1.0,2.0,6.2,1.0,0.7,1.0
